DateofbirthAge,Placeofbirth,Height,Citizenship,Position,Foot,Playeragent,Currentclub,Joined,Contractexpires,SocialMedia,tm_url,Nameinhomecountry,Outfitter,Contractoption,Lastcontractextension,Fullname,Onloanfrom,Contractthereexpires,2ndclub,3ndclub,Dateofdeath
26.05.2003 (22),Miranda de Ebro,NA,Spain,Defender - Left-Back,NA,InterStarDeporte,Villarreal CF B,01.07.2025,30.06.2027,NA,https://www.transfermarkt.com/eneko-ortiz/profil/spieler/892217,Eneko Ortiz Díaz,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.1994 (31),Regencós,"1,85 m",Spain,Midfield - Central Midfield,right,LEADERBROCK,Sevilla FC,01.07.2019,30.06.2027,,https://www.transfermarkt.com/joan-jordan/profil/spieler/263727,Joan Jordán Moreno,NA,NA,27.01.2022,NA,NA,NA,NA,NA,NA
11.08.1998 (27),Blida,"1,76 m",Algeria Spain,Attack - Left Winger,right,Emartsoccer,Deportivo Alavés,01.07.2022,30.06.2028,NA,https://www.transfermarkt.com/abde-rebbach/profil/spieler/718034,"عبد الرحمن ريباخ , Abderrahman Rebbach",NA,NA,NA,NA,NA,NA,NA,NA,NA
18.11.2004 (20),Victoria de Durango,"1,69 m",Argentina Spain,Attack - Right Winger,left,LIAN Sports Group,CD Cruz Azul,18.01.2025,30.06.2030,,https://www.transfermarkt.com/luka-romero/profil/spieler/769063,Luka Romero Bezzana,Nike,NA,NA,NA,NA,NA,NA,NA,NA
05.11.1993 (31),San Roque,"1,78 m",Spain,Attack - Second Striker,right,AS1,Granada CF,25.01.2025,30.06.2027,,https://www.transfermarkt.com/stoichkov/profil/spieler/271021,NA,NA,NA,NA,Juan Diego Molina Martínez,NA,NA,NA,NA,NA
17.11.2006 (18),NA,NA,Czech Republic Serbia,Goalkeeper,NA,Soccersport,Getafe CF B,01.07.2025,-,NA,https://www.transfermarkt.com/djordjije-medenica/profil/spieler/1130318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23.08.2002 (23),Paris,"1,92 m",Morocco France,Defender - Centre-Back,right,INSUA GROUP,FC Sochi,08.02.2025,30.06.2028,NA,https://www.transfermarkt.com/nabil-aberdin/profil/spieler/908621,نبيل أبردين,NA,NA,NA,NA,NA,NA,NA,NA,NA
04.02.2003 (22),NA,NA,Spain,Defender - Centre-Back,NA,NA,Getafe CF B,02.02.2024,30.06.2026,NA,https://www.transfermarkt.com/guillem-trilla/profil/spieler/1216529,Guillem Trilla Cortiñas,NA,NA,NA,NA,NA,NA,NA,NA,NA
01.08.2004 (21),Leganés,NA,Spain,Defender - Left-Back,left,LIAN Sports Group,Getafe CF B,01.07.2021,30.06.2029,NA,https://www.transfermarkt.com/gorka-rivera/profil/spieler/1000136,Gorka Rivera Alonso,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.05.2003 (22),Owerri,"1,90 m",Nigeria,Midfield - Attacking Midfield,both,PINTEX SPORTS AGENCY,Getafe CF,01.07.2024,30.06.2028,,https://www.transfermarkt.com/christantus-uche/profil/spieler/1124005,Christantus Ugonna Uche Uche,NA,club option 1 year,NA,NA,NA,NA,NA,NA,NA
09.06.1999 (26),Donostia-San Sebastián,"1,78 m",Spain,Attack - Right Winger,right,LEADERBROCK,Getafe CF,15.07.2024,30.06.2027,,https://www.transfermarkt.com/alex-sola/profil/spieler/434990,Alejandro Sola López-Ocaña,adidas,NA,NA,NA,NA,NA,NA,NA,NA
12.07.2002 (23),Istanbul,"1,91 m",Türkiye,Attack - Centre-Forward,right,FutureBall,Stade Rennais FC,29.08.2023,30.06.2028,,https://www.transfermarkt.com/bertug-yildirim/profil/spieler/672803,Bertuğ Özgür Yıldırım,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.04.2003 (22),Vic,"1,90 m",Spain,Goalkeeper,NA,TACTIC GRUP - ...,Cultural Leonesa,07.07.2025,30.06.2026,,https://www.transfermarkt.com/arnau-rafus/profil/spieler/636686,Arnau Rafús Aulet,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.03.1997 (28),Getafe,"1,89 m",Spain,Defender - Centre-Back,right,LEADERBROCK,Real Valladolid CF,01.07.2020,30.06.2026,,https://www.transfermarkt.com/javi-sanchez/profil/spieler/340853,Javier Sánchez de Felipe,NA,NA,26.09.2022,NA,NA,NA,NA,NA,NA
16.03.2005 (20),Pedrajas de San Esteban,NA,Spain,Defender - Right-Back,right,NA,Real Valladolid Promesas,01.07.2022,30.06.2026,,https://www.transfermarkt.com/koke-iglesias/profil/spieler/895333,Jorge Iglesias González,NA,NA,11.01.2024,NA,NA,NA,NA,NA,NA
07.08.1995 (30),Neunkirchen,"1,87 m",Austria,Midfield - Defensive Midfield,right,YOU FIRST,TSG 1899 Hoffenheim,01.07.2023,30.06.2026,,https://www.transfermarkt.com/florian-grillitsch/profil/spieler/195736,NA,adidas,NA,NA,NA,NA,NA,NA,NA,NA
14.02.1997 (28),Toledo,"1,84 m",Spain,Midfield - Central Midfield,left,LEADERBROCK,Venezia FC,29.01.2025,30.06.2027,,https://www.transfermarkt.com/kike-perez/profil/spieler/527698,Enrique Pérez Muñoz,NA,NA,NA,NA,NA,NA,NA,NA,NA
05.12.2002 (22),Abrera,"1,69 m",Spain,Attack - Left Winger,right,YOU FIRST,Ajax Amsterdam,15.07.2025,30.06.2030,,https://www.transfermarkt.com/raul-moro/profil/spieler/624942,Raúl Moro Prescoli,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.07.1996 (29),Dakar,"1,73 m",Senegal Spain,Attack - Right Winger,right,EF11 SL,Real Valladolid CF,01.07.2024,30.06.2027,,https://www.transfermarkt.com/amath-ndiaye/profil/spieler/339820,Amath Ndiaye Diedhiou,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.11.1996 (28),Santa Cruz de Tenerife,"1,88 m",Spain,Defender - Centre-Back,right,RR-Soccer ...,CD Leganés,17.07.2023,30.06.2026,,https://www.transfermarkt.com/jorge-saenz/profil/spieler/340339,Jorge Sáenz de Miera Colmeiro,NA,NA,NA,NA,NA,NA,NA,NA,NA
02.05.1998 (27),Jerez de la Frontera,"1,80 m",Spain,Defender - Left-Back,left,NA,Al-Arabi SC,05.08.2025,30.06.2026,NA,https://www.transfermarkt.com/javi-hernandez/profil/spieler/422466,Javier Hernández Carrera,NA,Option to buy,NA,NA,CD Leganés,30.06.2027,NA,NA,NA
14.09.2002 (22),Madrid,"1,69 m",Spain,Defender - Left-Back,left,NA,CD Leganés B,04.07.2024,30.06.2025,NA,https://www.transfermarkt.com/iker-bachiller/profil/spieler/618805,Iker Bachiller Vega,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.04.2000 (25),Zaragoza,"1,79 m",Spain,Midfield - Attacking Midfield,left,NA,CD Leganés,10.07.2024,30.06.2027,NA,https://www.transfermarkt.com/roberto-lopez/profil/spieler/569866,Roberto López Alcaide,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.11.2006 (18),Abidjan,"1,80 m",Cote d'Ivoire,Attack - Left Winger,right,Maxidel Management,RB Leipzig,16.07.2025,30.06.2030,NA,https://www.transfermarkt.com/yan-diomande/profil/spieler/1390649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.06.2002 (23),Madrid,"1,80 m",Spain,Attack - Right Winger,left,CAA Stellar,CD Leganés,01.07.2021,30.06.2027,,https://www.transfermarkt.com/naim-garcia/profil/spieler/715683,Naim García García,NA,NA,07.12.2021,NA,NA,NA,NA,NA,NA
